6VRRXT,comfy,1539276067000
none,tooHot,1539434095000
none,tooCold,1539434107000
none,tooCold,1539513952000
none,tooHot,1539513994000
6VRRXT,tooHot,1539514050000
6VRRXT,comfy,1539514122000
6VRRXT,tooHot,1539514223000
6VRRXT,tooCold,1539514311000
6VRRXT,tooHot,1539514793000
6VRRXT,tooCold,1539514802000
6VRRXT,comfy,1539514806000
none,comfy,1539562939000
6GNZJD,comfy,1539563170000
6GNZJD,comfy,1539563408000
6GNZJD,comfy,1539563412000
6GNZJD,tooCold,1539568687000
6GNZJD,tooHot,1539569767000
6GNZJD,tooHot,1539569811000
6GNZJD,tooHot,1539616462000
6GNZJD,comfy,1539616934000
6GNZJD,tooHot,1539654864000
6GNZJD,comfy,1539816993000
6GNZJD,comfy,1539818702000
6GNZJD,comfy,1539835101000
6GNZJD,comfy,1539867241000
6GNZJD,comfy,1539934925000
6GNZJD,comfy,1539934930000
6GNZJD,comfy,1539934954000
6GNZJD,comfy,1539959347000
none,tooHot,1540027499000
6VRRXT,tooHot,1540027538000
6VRRXT,check,1540027892000
6VRRXT,check,1540027895000
6VRRXT,check,1540027898000
6VRRXT,check,1540027901000
6VRRXT,check,1540027904000
6VRRXT,check,1540027907000
6VRRXT,check,1540027910000
6VRRXT,check,1540027913000
6VRRXT,check,1540027916000
6VRRXT,check,1540027919000
6VRRXT,check,1540027922000
6VRRXT,check,1540027925000
6VRRXT,check,1540027928000
6VRRXT,check,1540027931000
6VRRXT,check,1540027934000
6VRRXT,check,1540027937000
6VRRXT,check,1540027940000
6VRRXT,check,1540027943000
6VRRXT,check,1540027946000
6VRRXT,check,1540027949000
6VRRXT,check,1540027952000
6VRRXT,check,1540027955000
6VRRXT,check,1540027958000
6VRRXT,check,1540027961000
6VRRXT,check,1540027964000
6VRRXT,check,1540027967000
6VRRXT,check,1540027970000
6VRRXT,check,1540027973000
6VRRXT,check,1540027976000
6VRRXT,check,1540027979000
6VRRXT,check,1540027982000
6VRRXT,check,1540027985000
6VRRXT,check,1540027988000
6VRRXT,check,1540027991000
6VRRXT,check,1540027994000
6VRRXT,check,1540027997000
6VRRXT,check,1540028000000
6VRRXT,check,1540028003000
6VRRXT,check,1540028006000
6VRRXT,check,1540028009000
6VRRXT,check,1540028012000
6VRRXT,check,1540028015000
6VRRXT,check,1540028018000
6VRRXT,check,1540028021000
6VRRXT,check,1540028024000
6VRRXT,check,1540028027000
6VRRXT,check,1540028030000
6VRRXT,check,1540028033000
6VRRXT,check,1540028036000
6VRRXT,check,1540028039000
6VRRXT,check,1540028042000
6VRRXT,check,1540028045000
6VRRXT,check,1540028048000
6VRRXT,check,1540028051000
6VRRXT,check,1540028054000
6VRRXT,check,1540028057000
6VRRXT,check,1540028060000
6VRRXT,check,1540028063000
6VRRXT,check,1540028066000
6VRRXT,check,1540028069000
6VRRXT,check,1540028072000
6VRRXT,check,1540028075000
6VRRXT,check,1540028078000
6VRRXT,check,1540028081000
6VRRXT,check,1540028084000
6VRRXT,check,1540028087000
6VRRXT,check,1540028090000
6VRRXT,check,1540028093000
6VRRXT,tooHot,1540034537000
6GNZJD,tooHot,1540038958000
6VRRXT,comfy,1540059241000
6VRRXT,tooHot,1540060786000
6VRRXT,comfy,1540062255000
6VRRXT,tooHot,1540062259000
6VRRXT,tooCold,1540062262000
6VRRXT,comfy,1540062683000
6VRRXT,comfy,1540062685000
6VRRXT,comfy,1540062822000
6VRRXT,comfy,1540062844000
6VRRXT,tooHot,1540062858000
6VRRXT,tooCold,1540062878000
6VRRXT,comfy,1540063166000
6VRRXT,tooHot,1540063168000
6VRRXT,tooHot,1540063191000
6VRRXT,comfy,1540063333000
none,comfy,1540117056000
none,comfy,1540117223000
none,comfy,1540117322000
none,comfy,1540117395000
none,comfy,1540117411000
none,comfy,1540117578000
none,tooHot,1540117613000
none,tooCold,1540117620000
none,tooHot,1540117771000
none,tooHot,1540117799000
none,comfy,1540117803000
none,tooHot,1540117806000
none,tooHot,1540117810000
none,comfy,1540117856000
none,comfy,1540117954000
none,comfy,1540117969000
none,tooHot,1540117974000
6VRRXT,comfy,1540118548000
none,tooCold,1540118736000
none,tooHot,1540118745000
none,tooHot,1540118747000
none,tooHot,1540118749000
none,tooCold,1540118765000
6VRRXT,tooHot,1540118798000
6VRRXT,tooHot,1540118803000
6VRRXT,comfy,1540118816000
6VRRXT,comfy,1540118826000
6VRRXT,tooHot,1540153536000
6VRRXT,tooHot,1540434923000
6VRRXT,tooHot,1540435512000
6VRRXT,tooHot,1540435613000
6VRRXT,tooCold,1540435789000
6VRRXT,tooHot,1540436487000
6VRRXT,tooHot,1540436488000
null,tooHot,1540436710000
6VRRXT,tooHot,1540436776000
6VRRXT,tooHot,1540436933000
6VRRXT,tooHot,1540436968000
6VRRXT,tooHot,1540436993000
6VRRXT,tooHot,1540437168000
6VRRXT,tooHot,1540437174000
6VRRXT,tooHot,1540437343000
6VRRXT,comfy,1540437433000
6VRRXT,tooHot,1540437948000
6VRRXT,comfy,1540438203000
6VRRXT,tooHot,1540438207000
6VRRXT,comfy,1540438237000
6VRRXT,comfy,1540438244000
6VRRXT,tooHot,1540439187000
6VRRXT,comfy,1540440168000
6VRRXT,tooCold,1540440412000
6VRRXT,tooCold,1540440710000
6VRRXT,comfy,1540441011000
6VRRXT,comfy,1540443709000
6VRRXT,comfy,1540444008000
6GNZJD,comfy,1540444578000
6VRRXT,comfy,1540444966000
6VRRXT,tooHot,1540445017000
6VRRXT,tooHot,1540445156000
6VRRXT,tooHot,1540445214000
6VRRXT,comfy,1540445985000
6VRRXT,comfy,1540446091000
6VRRXT,comfy,1540446807000
6GNZJD,comfy,1540448179000
6GNZJD,tooHot,1540448181000
6VRRXT,tooCold,1540449234000
6GNZJD,comfy,1540451752000
6GNZJD,tooHot,1540452346000
6GNZJD,comfy,1540464149000
6GNZJD,comfy,1540516553000
6GNZJD,comfy,1540523752000
6GNZJD,comfy,1540528621000
6GNZJD,comfy,1540528631000
6GNZJD,comfy,1540532756000
6GNZJD,comfy,1540532763000
6GNZJD,comfy,1540538151000
6GNZJD,tooHot,1540542820000
6GNZJD,comfy,1540547055000
6GNZJD,comfy,1540607235000
6GNZJD,comfy,1540608691000
6GNZJD,comfy,1540610588000
6GNZJD,comfy,1540617788000
6GNZJD,comfy,1540633137000
6GNZJD,comfy,1540655812000
6GNZJD,tooCold,1540660229000
6GNZJD,comfy,1540689984000
6GNZJD,tooHot,1540697182000
6GNZJD,comfy,1540704382000
6GNZJD,tooHot,1540711581000
6GNZJD,tooCold,1540721080000
6GNZJD,comfy,1540722381000
6GNZJD,comfy,1540783580000
6GNZJD,comfy,1540790784000
6GNZJD,comfy,1540797985000
6GNZJD,tooCold,1540813251000
6VRRXT,tooHot,1540834946000
6VRRXT,tooHot,1540835089000
6VRRXT,tooHot,1540835776000
6VRRXT,tooHot,1540836173000
6VRRXT,tooHot,1540836930000
6VRRXT,comfy,1540838648000
6VRRXT,comfy,1540838650000
6VRRXT,comfy,1540838651000
6VRRXT,comfy,1540838760000
6VRRXT,tooHot,1540838761000
6VRRXT,tooHot,1540838761000
6VRRXT,tooHot,1540838811000
6VRRXT,tooHot,1540838812000
6VRRXT,tooHot,1540838854000
6VRRXT,comfy,1540838855000
6VRRXT,tooCold,1540838855000
6VRRXT,tooCold,1540838855000
6VRRXT,comfy,1540838855000
6VRRXT,tooCold,1540838855000
6VRRXT,tooHot,1540838856000
6VRRXT,comfy,1540838856000
6VRRXT,tooCold,1540838856000
6VRRXT,comfy,1540838926000
6VRRXT,tooHot,1540838926000
6VRRXT,tooCold,1540838926000
6VRRXT,tooHot,1540838958000
6VRRXT,comfy,1540838958000
null,comfy,1540839384000
null,comfy,1540839384000
null,comfy,1540839384000
6VRRXT,comfy,1540839472000
null,comfy,1540839510000
null,tooCold,1540839511000
null,tooHot,1540839512000
null,comfy,1540839512000
6VRRXT,comfy,1540839561000
6VRRXT,tooHot,1540839561000
6VRRXT,tooHot,1540839561000
6VRRXT,tooHot,1540839561000
6VRRXT,tooHot,1540839562000
6VRRXT,comfy,1540839776000
6VRRXT,comfy,1540839776000
6VRRXT,tooHot,1540839777000
6VRRXT,tooHot,1540839777000
6VRRXT,tooCold,1540839820000
null,tooHot,1540840027000
null,tooHot,1540840027000
null,comfy,1540840028000
null,comfy,1540840028000
null,comfy,1540840029000
null,tooHot,1540840029000
6VRRXT,tooHot,1540840069000
6VRRXT,tooHot,1540840069000
6VRRXT,comfy,1540840565000
6VRRXT,tooHot,1540840566000
6VRRXT,tooHot,1540840566000
6VRRXT,tooHot,1540840567000
6VRRXT,tooCold,1540840579000
6VRRXT,tooCold,1540840579000
6GNZJD,comfy,1540862782000
6GNZJD,comfy,1540869986000
6GNZJD,comfy,1540877284000
6GNZJD,comfy,1540884383000
6GNZJD,comfy,1540891585000
6GNZJD,comfy,1540895748000
6VRRXT,tooHot,1540923724000
6VRRXT,tooCold,1540923724000
6VRRXT,tooCold,1540923724000
6VRRXT,tooCold,1540923725000
6VRRXT,tooCold,1540924033000
6VRRXT,tooCold,1540924033000
6VRRXT,tooHot,1540924173000
6VRRXT,comfy,1540924242000
6VRRXT,comfy,1540924243000
6VRRXT,comfy,1540924949000
6VRRXT,comfy,1540924949000
6VRRXT,tooCold,1540925035000
6VRRXT,tooHot,1540925035000
null,comfy,1540925241000
null,tooHot,1540925241000
null,tooHot,1540925241000
6VRRXT,tooHot,1540925295000
6VRRXT,tooHot,1540925296000
6VRRXT,tooHot,1540925296000
6VRRXT,tooHot,1540925297000
6VRRXT,comfy,1540925489000
6VRRXT,tooHot,1540925602000
6VRRXT,tooHot,1540925602000
6VRRXT,tooHot,1540925603000
6VRRXT,tooHot,1540925603000
6VRRXT,tooHot,1540926145000
6VRRXT,tooHot,1540926710000
6VRRXT,tooHot,1540926718000
6VRRXT,comfy,1540926761000
6VRRXT,comfy,1540926761000
6GNZJD,comfy,1540957019000
6GNZJD,comfy,1540957177000
6GNZJD,comfy,1540974135000
6GNZJD,tooHot,1541053285000
6GNZJD,comfy,1541083051000
6GNZJD,comfy,1541121987000
6GNZJD,comfy,1541129187000
6GNZJD,comfy,1541136389000
6GNZJD,tooHot,1541143588000
6GNZJD,comfy,1541150789000
6VRRXT,tooCold,1541205286000
6VRRXT,tooCold,1541207091000
6GNZJD,comfy,1541208388000
6GNZJD,comfy,1541222616000
6GNZJD,comfy,1541222637000
6GNZJD,tooCold,1541222645000
6GNZJD,comfy,1541223409000
6GNZJD,tooHot,1541224594000
6GNZJD,comfy,1541225395000
6GNZJD,tooHot,1541228995000
6GNZJD,tooCold,1541236194000
6GNZJD,tooHot,1541288273000
6GNZJD,comfy,1541294310000
6GNZJD,tooCold,1541294810000
6GNZJD,comfy,1541294811000
6GNZJD,tooHot,1541294813000
6GNZJD,comfy,1541294868000
6GNZJD,comfy,1541460464000
6GNZJD,comfy,1541466501000
6GNZJD,tooHot,1541472657000
6GNZJD,comfy,1541473702000
6GNZJD,comfy,1541482295000
6GNZJD,tooHot,1541488102000
6GNZJD,tooHot,1541495301000
6GNZJD,comfy,1541632116000
6GNZJD,comfy,1541639302000
6GNZJD,comfy,1541646503000
6GNZJD,comfy,1541654648000
6GNZJD,comfy,1541656236000
6GNZJD,comfy,1541662525000
6GNZJD,comfy,1541667926000
6GNZJD,comfy,1541725534000
6GNZJD,comfy,1541732139000
6GNZJD,tooHot,1541749911000
6GNZJD,comfy,1541755312000
6GNZJD,comfy,1541816960000
6GNZJD,tooHot,1541846182000
6GNZJD,tooHot,1541846882000
6GNZJD,comfy,1541861879000
6VRRXT,comfy,1542037250000
6VRRXT,comfy,1542038380000
6VRRXT,comfy,1542038387000
6VRRXT,tooHot,1542038387000
6VRRXT,tooHot,1542038387000
6VRRXT,comfy,1542039562000
null,tooCold,1543171733000
null,comfy,1543171810000
null,comfy,1543172847000
null,tooHot,1543172859000
null,comfy,1543172859000
null,tooHot,1543172859000
6VRRXT,tooHot,1543173742000
